shape,predicate,margin,band_zero,band_escalate,outcome
rounded_prism,witness_at_mid_parameter,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,interval_span_forward,7.853981633974485e-1,1e-9,1e-8,positive
rounded_prism,interval_span_winding,2.3561944901923453e0,1e-9,1e-8,positive
rounded_prism,carrier_endpoint_start,0e0,1e-9,1e-8,zero
rounded_prism,carrier_endpoint_end,1.1102230246251565e-16,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,-1.1102230246251563e-16,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,-1.1102230246251563e-16,1e-9,1e-8,zero
rounded_prism,dihedral_arm,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,-5.5511151231257815e-17,1e-9,1e-8,zero
rounded_prism,dihedral_arm,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,5.5511151231257815e-17,1e-9,1e-8,zero
rounded_prism,dihedral_arm,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,5.5511151231257815e-17,1e-9,1e-8,zero
rounded_prism,dihedral_arm,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,5.000000000000001e-1,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,witness_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,witness_on_surface_2,5.5511151231257815e-17,1e-9,1e-8,zero
rounded_prism,witness_at_mid_parameter,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,interval_span_forward,1e0,1e-9,1e-8,positive
rounded_prism,carrier_endpoint_start,0e0,1e-9,1e-8,zero
rounded_prism,carrier_endpoint_end,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,-0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,-0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,-0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,-0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,-0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,-0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,-0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,-0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,-0e0,1e-9,1e-8,zero
rounded_prism,witness_on_surface_1,-0e0,1e-9,1e-8,zero
rounded_prism,witness_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,witness_at_mid_parameter,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,interval_span_forward,1e0,1e-9,1e-8,positive
rounded_prism,carrier_endpoint_start,0e0,1e-9,1e-8,zero
rounded_prism,carrier_endpoint_end,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,dihedral_arm,1e0,1e-9,1e-8,positive
rounded_prism,dihedral_wedge,1e0,1e-9,1e-8,positive
rounded_prism,carrier_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,carrier_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,witness_on_surface_1,0e0,1e-9,1e-8,zero
rounded_prism,witness_on_surface_2,0e0,1e-9,1e-8,zero
rounded_prism,witness_at_mid_parameter,0e0,1e-9,1e-8,zero
rounded_prism,interval_span_forward,7.853981633974485e-1,1e-9,1e-8,positive
rounded_prism,interval_span_winding,2.3561944901923453e0,1e-9,1e-8,positive
rounded_prism,carrier_endpoint_start,1.1102230246251565e-16,1e-9,1e-8,zero
